,TotalSteps,TotalDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories
1236,22359,17.19000053,12.53999996,0.629999995,4.019999981,0.0,125,14,223,741,3554
1237,22988,17.95000076,13.13000011,1.549999952,3.25999999,0.0,129,33,182,1096,3577
1238,20500,15.68999958,11.36999989,0.460000008,3.859999895,0.0,118,9,209,1104,3403
1239,12685,9.619999886,6.309999943,0.200000003,3.099999905,0.0,68,5,185,1182,2846
1240,12422,9.819999695,6.460000038,0.430000007,2.930000067,0.0,60,10,183,1187,2852
1241,15447,12.39999962,9.670000076,0.389999986,2.349999905,0.0,90,9,153,1188,3062
1242,12315,9.649999619,6.170000076,0.310000002,3.170000076,0.0,58,8,159,1215,2794
1243,7135,5.590000153,2.99000001,0.059999999,2.539999962,0.0,27,1,131,1281,2408
1246,15484,11.89999962,8.390000343,0.930000007,2.589999914,0.0,87,22,165,1166,3023
1247,14581,11.14999962,8.819999695,0.400000006,1.909999967,0.0,89,8,123,1220,2918
1248,14990,11.51000023,8.850000381,0.449999988,2.210000038,0.0,93,9,130,1208,2950
1249,13953,11.0,9.100000381,0.689999998,1.210000038,0.0,90,15,90,1245,2859
1250,19769,15.67000008,12.43999958,0.879999995,2.349999905,0.0,121,20,148,1076,3331
1251,22026,17.64999962,13.39999962,0.589999974,3.660000086,0.0,125,14,228,1073,3589
1252,12465,9.380000114,6.119999886,0.569999993,2.690000057,0.0,66,12,148,1214,2765
1253,14810,11.35999966,9.090000153,0.419999987,1.850000024,0.0,96,10,115,1219,2926
1254,12209,9.399999619,6.079999924,0.280000001,3.039999962,0.0,60,7,184,1189,2809
1255,4998,3.910000086,2.950000048,0.200000003,0.75999999,0.0,28,4,39,839,1505
1256,9033,7.159999847,5.429999828,0.140000001,1.590000033,0.0,40,2,154,1244,2044
1257,8053,6.099999905,4.170000076,0.629999995,1.309999943,0.0,35,11,96,1298,1935
1258,5234,3.460000038,1.929999948,0.99000001,0.540000021,0.0,29,16,33,1362,1705
1260,9256,6.139999866,0.430000007,3.269999981,2.450000048,0.0,6,51,115,1268,1880
1261,10204,7.909999847,5.429999828,0.150000006,2.329999924,0.0,41,5,157,1237,2112
1262,5151,3.480000019,1.039999962,0.629999995,1.799999952,0.0,16,16,130,1278,1829
1264,6466,4.269999981,0.330000013,0.819999993,3.109999895,0.01,5,18,216,1201,1931
1265,11268,8.56000042,5.880000114,0.930000007,1.75,0.0,49,20,172,1199,2218
1267,9282,6.260000229,2.089999914,1.039999962,3.130000114,0.0,30,26,191,1193,2132
1268,8905,7.130000114,5.599999905,0.189999998,1.340000033,0.0,41,4,82,1313,1976
1269,6829,4.510000229,0.360000014,2.390000105,1.769999981,0.0,7,54,118,1261,1909
1270,4562,3.039999962,1.179999948,0.49000001,1.370000005,0.0,19,14,108,1299,1813
1271,10232,8.180000305,6.239999771,0.230000004,1.700000048,0.0,45,5,104,1286,2008
1272,2718,1.799999952,0.670000017,0.779999971,0.340000004,0.0,11,16,20,1393,1580
1273,6260,4.260000229,1.289999962,0.540000021,2.400000095,0.0,16,14,136,1257,1854
1275,7626,6.050000191,0.829999983,0.709999979,4.5,0.0,65,15,156,723,3635
1276,12386,9.819999695,4.960000038,0.649999976,4.210000038,0.0,116,14,169,680,4079
1277,13318,10.56000042,5.619999886,1.029999971,3.910000086,0.0,123,21,174,699,4163
1278,14461,11.47000027,4.909999847,1.149999976,5.409999847,0.0,60,23,190,729,3666
1279,11207,8.890000343,5.369999886,1.070000052,2.440000057,0.0,64,21,142,563,3363
1281,13630,10.81000042,5.050000191,0.560000002,5.199999809,0.0,117,10,174,720,4157
1282,13070,10.35999966,5.300000191,0.879999995,4.179999828,0.0,120,19,154,737,4092
1283,9388,7.440000057,2.230000019,0.439999998,4.78000021,0.0,82,8,169,763,3787
1284,15148,12.01000023,6.900000095,0.819999993,4.289999962,0.0,137,16,145,677,4236
1285,12200,9.670000076,4.909999847,0.589999974,4.179999828,0.0,113,12,159,769,4044
1286,5709,4.53000021,1.519999981,0.519999981,2.480000019,0.0,19,10,136,740,2908
1288,12405,9.840000153,5.050000191,0.870000005,3.920000076,0.0,117,16,141,692,4005
1289,16208,12.85000038,7.510000229,0.920000017,4.420000076,0.0,90,18,161,593,3763
1290,7359,5.840000153,0.330000013,0.180000007,5.329999924,0.0,4,4,192,676,3061
1291,5417,4.300000191,0.899999976,0.49000001,2.910000086,0.0,11,10,139,711,2884
1292,6175,4.900000095,0.25,0.360000014,4.269999981,0.0,3,7,172,767,2982
1294,11419,9.06000042,6.03000021,0.560000002,2.470000029,0.0,71,10,127,669,3369
1295,6064,4.809999943,0.629999995,0.170000002,4.010000229,0.0,63,4,142,802,3491
1296,8712,6.909999847,1.340000033,1.059999943,4.5,0.0,71,20,195,822,3784
1297,7875,6.239999771,1.559999943,0.49000001,4.199999809,0.0,19,10,167,680,3110
1298,8567,6.789999962,0.889999986,0.159999996,5.739999771,0.0,66,3,214,764,3783
1299,7045,5.590000153,1.549999952,0.25,3.779999971,0.0,74,5,166,831,3644
1302,8382,6.650000095,1.269999981,0.660000026,4.71999979,0.0,71,13,171,772,3721
1303,6582,5.21999979,0.660000026,0.639999986,3.920000076,0.0,63,13,152,840,3586
1304,9143,7.25,1.389999986,0.589999974,5.269999981,0.0,72,10,184,763,3788
1305,4561,3.619999886,0.649999976,0.270000011,2.690000057,0.0,8,6,102,433,1976
1307,5571,4.349999905,0.150000006,0.970000029,3.230000019,0.0,2,23,163,1252,2654
1312,3864,3.00999999,0.310000002,1.059999943,1.350000024,0.0,4,22,105,1309,2536
1313,5697,4.440000057,0.529999971,0.479999989,3.440000057,0.0,7,10,166,1257,2668
1315,8538,6.659999847,2.630000114,1.019999981,3.00999999,0.0,35,18,158,1229,2883
1316,8687,6.78000021,0.289999992,2.410000086,4.079999924,0.0,4,54,212,1170,2944
1317,9423,7.349999905,0.529999971,2.029999971,4.75,0.0,7,44,238,1151,3012
1318,8286,6.460000038,0.150000006,2.049999952,4.269999981,0.0,2,44,206,1188,2889
1319,4503,3.50999999,1.470000029,0.239999995,1.809999943,0.0,18,6,122,1294,2547
1320,10499,8.18999958,0.07,4.21999979,3.890000105,0.0,1,91,214,1134,3093
1321,12474,9.729999542,6.599999905,0.270000011,2.869999886,0.0,77,5,129,1229,3142
1323,15168,11.82999992,3.900000095,3.0,4.920000076,0.0,46,67,258,1069,3513
1324,10085,7.869999886,0.150000006,1.279999971,6.429999828,0.0,2,28,317,1093,3164
1325,4512,3.519999981,0.779999971,0.119999997,2.039999962,0.0,10,2,117,1311,2596
1330,5843,4.559999943,0.140000001,1.190000057,3.230000019,0.0,2,22,166,1250,2683
1332,9217,7.190000057,0.219999999,3.309999943,3.660000086,0.0,3,72,182,1183,2940
1333,9877,7.699999809,5.760000229,0.170000002,1.730000019,0.0,66,4,110,1260,2947
1334,8240,6.429999828,0.689999998,2.00999999,3.720000029,0.0,9,43,162,1226,2846
1335,8701,6.789999962,0.370000005,3.24000001,3.170000076,0.0,5,71,177,1106,2804
1347,4068,2.599999905,0.050000001,0.280000001,2.269999981,0.0,1,20,195,817,2419
1348,5245,3.359999895,0.159999996,0.439999998,2.75,0.0,8,45,232,795,2748
1349,400,0.25999999,0.039999999,0.050000001,0.159999996,0.0,3,8,19,1410,1799
1354,8360,5.349999905,0.140000001,0.280000001,4.929999828,0.0,6,14,380,634,3101
1355,7174,4.590000153,0.330000013,0.360000014,3.910000086,0.0,10,20,301,749,2896
1366,23186,20.39999962,12.22000027,0.340000004,7.820000172,0.0,85,7,312,1036,3921
1367,15337,9.579999924,3.549999952,0.379999995,5.639999866,0.0,108,18,216,1098,3566
1368,21129,18.97999954,10.55000019,0.589999974,7.75,0.02,68,13,298,1061,3793
1369,13422,7.170000076,0.050000001,0.050000001,7.010000229,0.01,106,1,281,1052,3934
1370,29326,25.29000092,13.23999977,1.210000038,10.71000004,0.0,94,29,429,888,4547
1372,11423,8.670000076,2.440000057,0.270000011,5.940000057,0.0,29,5,191,1215,2761
1373,18785,17.39999962,12.14999962,0.180000007,5.03000021,0.0,82,13,214,1131,3676
1374,19948,18.11000061,11.02000046,0.689999998,6.340000153,0.0,73,19,225,1123,3679
1375,19377,17.62000084,12.28999996,0.419999987,4.889999866,0.0,82,13,226,1119,3659
1376,18258,16.30999947,10.22999954,0.029999999,5.96999979,0.050000001,61,2,236,1141,3427
1378,16674,15.73999977,11.01000023,0.01,4.690000057,0.0,64,1,227,1148,3455
1379,12986,8.739999771,2.369999886,0.07,6.269999981,0.01,113,8,218,1101,3802
1380,11101,8.430000305,1.75999999,0.129999995,6.5,0.0,22,3,258,1157,2860
1381,23629,20.64999962,13.06999969,0.439999998,7.099999905,0.0,93,8,235,1104,3808
1382,14890,11.30000019,4.929999828,0.379999995,5.96999979,0.0,58,8,231,1143,3060
1383,9733,7.389999866,1.379999995,0.170000002,5.789999962,0.0,18,5,210,1207,2698
1384,27745,26.71999931,21.65999985,0.079999998,4.929999828,0.0,124,4,223,1089,4398
1385,10930,8.319999695,3.130000114,0.569999993,4.570000172,0.0,36,12,166,1226,2786
1387,10818,8.210000038,1.389999986,0.100000001,6.670000076,0.01,19,3,229,1189,2817
1388,18193,16.29999924,10.42000008,0.310000002,5.53000021,0.0,66,8,212,1154,3477
1389,14055,10.67000008,5.460000038,0.819999993,4.369999886,0.0,67,15,188,1170,3052
1390,21727,19.34000015,12.78999996,0.289999992,6.159999847,0.0,96,17,232,1095,4015
1391,12332,8.130000114,0.079999998,0.959999979,6.989999771,0.0,105,28,271,1036,4142
1392,10686,8.109999657,1.080000043,0.200000003,6.800000191,0.0,17,4,245,1174,2847
1393,20226,18.25,11.10000038,0.800000012,6.239999771,0.050000001,73,19,217,1131,3710
1394,10733,8.149999619,1.350000024,0.460000008,6.28000021,0.0,18,11,224,1187,2832
1395,21420,19.55999947,13.22000027,0.409999996,5.889999866,0.0,88,12,213,1127,3832
1396,8064,6.119999886,1.820000052,0.039999999,4.25,0.0,23,1,137,770,1849
